Id,DSM_PH4_RE,POINT_X,POINT_Y
0,7.52542000000,390878.51413600000,6438446.31540000000
0,7.52193000000,390879.21232100000,6438445.59948000000
0,7.37025000000,390879.91050700000,6438444.88356000000
0,7.10183000000,390880.60869200000,6438444.16765000000
0,7.11470000000,390881.30687700000,6438443.45173000000
0,7.41759000000,390882.00506300000,6438442.73581000000
0,7.55930000000,390882.70324800000,6438442.01989000000
0,7.55418000000,390883.40143300000,6438441.30398000000
0,7.42526000000,390884.09961900000,6438440.58806000000
0,7.22726000000,390884.79780400000,6438439.87214000000
0,7.09498000000,390885.49598900000,6438439.15623000000
0,7.39890000000,390886.19417500000,6438438.44031000000
0,7.54474000000,390886.89236000000,6438437.72439000000
0,7.58216000000,390887.59054600000,6438437.00848000000
0,7.49817000000,390888.28873100000,6438436.29256000000
0,7.17305000000,390888.98691600000,6438435.57664000000
0,7.07462000000,390889.68510200000,6438434.86072000000
0,7.36725000000,390890.38328700000,6438434.14481000000
0,7.51763000000,390891.08147200000,6438433.42889000000
0,7.58410000000,390891.77965800000,6438432.71297000000
0,7.48016000000,390892.47784300000,6438431.99706000000
0,7.18164000000,390893.17602800000,6438431.28114000000
0,7.07036000000,390893.87421400000,6438430.56522000000
0,7.32949000000,390894.57239900000,6438429.84930000000
0,7.47327000000,390895.27058400000,6438429.13339000000
0,7.54695000000,390895.96877000000,6438428.41747000000
0,7.40783000000,390896.66695500000,6438427.70155000000
0,7.19664000000,390897.36514000000,6438426.98564000000
0,7.08725000000,390898.06332600000,6438426.26972000000
0,7.27393000000,390898.76151100000,6438425.55380000000
0,7.46071000000,390899.45969700000,6438424.83789000000
0,7.50398000000,390900.15788200000,6438424.12197000000
0,7.42630000000,390900.85606700000,6438423.40605000000
0,7.30425000000,390901.55425300000,6438422.69013000000
0,7.07036000000,390902.25243800000,6438421.97422000000
0,7.19016000000,390902.95062300000,6438421.25830000000
0,7.45679000000,390903.64880900000,6438420.54238000000
0,7.55981000000,390904.34699400000,6438419.82647000000
0,7.49580000000,390905.04517900000,6438419.11055000000
0,7.36794000000,390905.74336500000,6438418.39463000000
0,7.10446000000,390906.44155000000,6438417.67872000000
0,7.18321000000,390907.13973500000,6438416.96280000000
0,7.44418000000,390907.83792100000,6438416.24688000000
0,7.52300000000,390908.53610600000,6438415.53096000000
0,7.51862000000,390909.23429100000,6438414.81505000000
0,7.38672000000,390909.93247700000,6438414.09913000000
0,7.16255000000,390910.63066200000,6438413.38321000000
0,5.95900000000,390911.32884800000,6438412.66730000000
0,3.12596000000,390912.02703300000,6438411.95138000000
0,3.07903000000,390912.72521800000,6438411.23546000000
0,3.06629000000,390913.42340400000,6438410.51954000000
0,2.97355000000,390914.12158900000,6438409.80363000000
0,3.07166000000,390914.81977400000,6438409.08771000000
0,3.14771000000,390915.52024000000,6438408.37405000000
0,3.14202000000,390916.22734700000,6438407.66694000000
0,3.13312000000,390916.93445400000,6438406.95983000000
0,3.09542000000,390917.64156000000,6438406.25273000000
0,2.98046000000,390918.34866700000,6438405.54562000000
0,3.02804000000,390919.05577400000,6438404.83851000000
0,4.38761000000,390919.76288100000,6438404.13140000000
0,4.27699000000,390920.46998800000,6438403.42430000000
0,2.98139000000,390921.17709400000,6438402.71719000000
0,3.03770000000,390921.88420100000,6438402.01008000000
0,6.15436000000,390922.59130800000,6438401.30298000000
0,6.69516000000,390923.29841500000,6438400.59587000000
0,7.15156000000,390924.00552100000,6438399.88876000000
0,7.51053000000,390924.71262800000,6438399.18166000000
0,7.92745000000,390925.41973500000,6438398.47455000000
0,7.85066000000,390926.12684200000,6438397.76744000000
0,7.67541000000,390926.83394900000,6438397.06034000000
0,7.10779000000,390927.54105500000,6438396.35323000000
0,6.77505000000,390928.24816200000,6438395.64612000000
0,6.46512000000,390928.95526900000,6438394.93902000000
0,6.12098000000,390929.66237600000,6438394.23191000000
0,6.18289000000,390930.36948200000,6438393.52480000000
0,6.30544000000,390931.07658900000,6438392.81770000000
0,6.51812000000,390931.78369600000,6438392.11059000000
0,6.71396000000,390932.49080300000,6438391.40348000000
0,7.01015000000,390933.19791000000,6438390.69638000000
0,3.19792000000,390933.90501600000,6438389.98927000000
0,3.14096000000,390934.61212300000,6438389.28216000000
0,3.11404000000,390935.31923000000,6438388.57506000000
0,4.32739000000,390936.02633700000,6438387.86795000000
0,4.55668000000,390936.73344400000,6438387.16084000000
0,5.01069000000,390937.44055000000,6438386.45374000000
0,8.29544000000,390938.14765700000,6438385.74663000000
0,7.99573000000,390938.85476400000,6438385.03952000000
0,7.62722000000,390939.56187100000,6438384.33241000000
0,7.13328000000,390940.26897700000,6438383.62531000000
0,6.84048000000,390940.97608400000,6438382.91820000000
0,3.21711000000,390941.68319100000,6438382.21109000000
0,6.16479000000,390942.39029800000,6438381.50399000000
0,6.19601000000,390943.09740500000,6438380.79688000000
0,6.22742000000,390943.80451100000,6438380.08977000000
0,6.25347000000,390944.51161800000,6438379.38267000000
0,6.20669000000,390945.21872500000,6438378.67556000000
0,6.21519000000,390945.92583200000,6438377.96845000000
0,6.21372000000,390946.63293800000,6438377.26135000000
0,6.14781000000,390947.34004500000,6438376.55424000000
0,6.12502000000,390948.04715200000,6438375.84713000000
0,6.06484000000,390948.75425900000,6438375.14003000000
0,6.02688000000,390949.46136600000,6438374.43292000000
0,2.82264000000,390950.16847200000,6438373.72581000000
0,2.83875000000,390950.87557900000,6438373.01871000000
0,2.75092000000,390951.58268600000,6438372.31160000000
0,2.73088000000,390952.28979300000,6438371.60449000000
0,2.63804000000,390952.99689900000,6438370.89739000000
0,2.66377000000,390953.70400600000,6438370.19028000000
0,2.69662000000,390954.41111300000,6438369.48317000000
0,2.68462000000,390955.11822000000,6438368.77607000000
0,2.74402000000,390955.82532700000,6438368.06896000000
0,2.64957000000,390956.53243300000,6438367.36185000000
0,2.65620000000,390957.23954000000,6438366.65475000000
0,2.61322000000,390957.94664700000,6438365.94764000000
0,2.86328000000,390958.65375400000,6438365.24053000000
0,2.95679000000,390959.36086100000,6438364.53343000000
0,2.94257000000,390960.06796700000,6438363.82632000000
0,3.02591000000,390960.77507400000,6438363.11921000000
0,2.97674000000,390961.48218100000,6438362.41210000000
0,3.02232000000,390962.18928800000,6438361.70500000000
0,3.01011000000,390962.89639400000,6438360.99789000000
0,3.00662000000,390963.60350100000,6438360.29078000000
0,3.01059000000,390964.31060800000,6438359.58368000000
0,3.05117000000,390965.01771500000,6438358.87657000000
0,3.04675000000,390965.72482200000,6438358.16946000000
0,3.03606000000,390966.43192800000,6438357.46236000000
0,3.00691000000,390967.13903500000,6438356.75525000000
0,3.06196000000,390967.84614200000,6438356.04814000000
0,3.04732000000,390968.55324900000,6438355.34104000000
0,3.02188000000,390969.26035500000,6438354.63393000000
0,3.04777000000,390969.96746200000,6438353.92682000000
0,3.04947000000,390970.67456900000,6438353.21972000000
0,3.05051000000,390971.38167600000,6438352.51261000000
0,3.07539000000,390972.08878300000,6438351.80550000000
0,3.05662000000,390972.79588900000,6438351.09840000000
0,3.05496000000,390973.50299600000,6438350.39129000000
0,3.04642000000,390974.21010300000,6438349.68418000000
0,3.03700000000,390974.91721000000,6438348.97708000000
0,3.10338000000,390975.62431600000,6438348.26997000000
0,3.08843000000,390976.33142300000,6438347.56286000000
0,3.09900000000,390977.03853000000,6438346.85576000000
0,3.08859000000,390977.74563700000,6438346.14865000000
0,3.06144000000,390978.45274400000,6438345.44154000000
0,2.98881000000,390979.15985000000,6438344.73444000000
0,3.01573000000,390979.86695700000,6438344.02733000000
0,2.90334000000,390980.57406400000,6438343.32022000000
0,2.92054000000,390981.28117100000,6438342.61311000000
0,2.99264000000,390981.98827800000,6438341.90601000000
0,2.95883000000,390982.69538400000,6438341.19890000000
0,2.88274000000,390983.40249100000,6438340.49179000000
0,2.82153000000,390984.10959800000,6438339.78469000000
0,2.75745000000,390984.81670500000,6438339.07758000000
0,3.00276000000,390985.52381100000,6438338.37047000000
0,2.59853000000,390986.23091800000,6438337.66337000000
0,2.58740000000,390986.93802500000,6438336.95626000000
0,2.58282000000,390987.64513200000,6438336.24915000000
0,2.59693000000,390988.35223900000,6438335.54205000000
0,2.60178000000,390989.05934500000,6438334.83494000000
0,2.61036000000,390989.76645200000,6438334.12783000000
0,2.53730000000,390990.47355900000,6438333.42073000000
0,2.46990000000,390991.18066600000,6438332.71362000000
0,2.23424000000,390991.88777200000,6438332.00651000000
0,2.35378000000,390992.59487900000,6438331.29941000000
0,2.40589000000,390993.30198600000,6438330.59230000000
0,2.43277000000,390994.00909300000,6438329.88519000000
0,2.51548000000,390994.71620000000,6438329.17809000000
0,2.50145000000,390995.42330600000,6438328.47098000000
0,2.46749000000,390996.13041300000,6438327.76387000000
0,2.44511000000,390996.83752000000,6438327.05677000000
0,2.39796000000,390997.54462700000,6438326.34966000000
0,2.62889000000,390998.25173300000,6438325.64255000000
0,2.70465000000,390998.95884000000,6438324.93545000000
0,2.74051000000,390999.66594700000,6438324.22834000000
0,2.79996000000,391000.37305400000,6438323.52123000000
0,2.72467000000,391001.08016100000,6438322.81412000000
0,2.77902000000,391001.78726700000,6438322.10702000000
0,2.85616000000,391002.49437400000,6438321.39991000000
0,2.87089000000,391003.20148100000,6438320.69280000000
0,2.99339000000,391003.90858800000,6438319.98570000000
0,2.89392000000,391004.61569500000,6438319.27859000000
0,2.82628000000,391005.32280100000,6438318.57148000000
0,2.80046000000,391006.02990800000,6438317.86438000000
0,2.75796000000,391006.73701500000,6438317.15727000000
0,2.73143000000,391007.44412200000,6438316.45016000000
0,2.67042000000,391008.15122800000,6438315.74306000000
0,2.75898000000,391008.85833500000,6438315.03595000000
0,2.70393000000,391009.56544200000,6438314.32884000000
0,2.72167000000,391010.27254900000,6438313.62174000000
0,2.82098000000,391010.97965600000,6438312.91463000000
0,2.78832000000,391011.68676200000,6438312.20752000000
0,2.74472000000,391012.39386900000,6438311.50042000000
0,2.79126000000,391013.10097600000,6438310.79331000000
0,2.78976000000,391013.80808300000,6438310.08620000000
0,2.77582000000,391014.51518900000,6438309.37910000000
0,2.75273000000,391015.22229600000,6438308.67199000000
0,2.72525000000,391015.92940300000,6438307.96488000000
0,2.80375000000,391016.63651000000,6438307.25778000000
0,2.78087000000,391017.34361700000,6438306.55067000000
0,2.88439000000,391018.05072300000,6438305.84356000000
0,2.84127000000,391018.75783000000,6438305.13646000000
0,2.86849000000,391019.46493700000,6438304.42935000000
0,2.86275000000,391020.17204400000,6438303.72224000000
0,2.82307000000,391020.87915000000,6438303.01514000000
0,2.88438000000,391021.58625700000,6438302.30803000000
0,2.96764000000,391022.29336400000,6438301.60092000000
0,3.02764000000,391023.00047100000,6438300.89381000000
0,3.10574000000,391023.70757800000,6438300.18671000000
0,3.20229000000,391024.41468400000,6438299.47960000000
0,3.22634000000,391025.12179100000,6438298.77249000000
0,3.13644000000,391025.82889800000,6438298.06539000000
0,3.11136000000,391026.53600500000,6438297.35828000000
0,3.03012000000,391027.24311200000,6438296.65117000000
0,2.99579000000,391027.95021800000,6438295.94407000000
0,2.93246000000,391028.65732500000,6438295.23696000000
0,2.89106000000,391029.36443200000,6438294.52985000000
0,2.87980000000,391030.07153900000,6438293.82275000000
0,2.85281000000,391030.77864500000,6438293.11564000000
0,2.90412000000,391031.48575200000,6438292.40853000000
0,2.95990000000,391032.19285900000,6438291.70143000000
0,3.02394000000,391032.89996600000,6438290.99432000000
0,3.08187000000,391033.60707300000,6438290.28721000000
0,3.07055000000,391034.31417900000,6438289.58011000000
0,3.15876000000,391035.02128600000,6438288.87300000000
0,3.02555000000,391035.72839300000,6438288.16589000000
0,2.98559000000,391036.43550000000,6438287.45879000000
0,3.04670000000,391037.14260600000,6438286.75168000000
0,3.07894000000,391037.84971300000,6438286.04457000000
0,3.11068000000,391038.55682000000,6438285.33747000000
0,3.04664000000,391039.26392700000,6438284.63036000000
0,3.07670000000,391039.97103400000,6438283.92325000000
0,2.97850000000,391040.67814000000,6438283.21615000000
0,2.99545000000,391041.38524700000,6438282.50904000000
0,3.02873000000,391042.09235400000,6438281.80193000000
0,3.02218000000,391042.79946100000,6438281.09482000000
0,2.93330000000,391043.50656700000,6438280.38772000000
0,2.85896000000,391044.21367400000,6438279.68061000000
0,2.90486000000,391044.92078100000,6438278.97350000000
0,2.75047000000,391045.62788800000,6438278.26640000000
0,2.80167000000,391046.33499500000,6438277.55929000000
0,2.73111000000,391047.04210100000,6438276.85218000000
0,2.56700000000,391047.74920800000,6438276.14508000000
0,2.40324000000,391048.45631500000,6438275.43797000000
0,2.47311000000,391049.16342200000,6438274.73086000000
0,2.47045000000,391049.87052900000,6438274.02376000000
0,2.48606000000,391050.57763500000,6438273.31665000000
0,2.52497000000,391051.28474200000,6438272.60954000000
0,2.50506000000,391051.99184900000,6438271.90244000000
0,2.45326000000,391052.69895600000,6438271.19533000000
0,2.38206000000,391053.40606200000,6438270.48822000000
0,2.23151000000,391054.11316900000,6438269.78112000000
0,2.06125000000,391054.82027600000,6438269.07401000000
0,2.10406000000,391055.52738300000,6438268.36690000000
0,2.50403000000,391056.23449000000,6438267.65980000000
0,2.61524000000,391056.94159600000,6438266.95269000000
0,2.77431000000,391057.64870300000,6438266.24558000000
0,2.85617000000,391058.35581000000,6438265.53848000000
0,3.00946000000,391059.06291700000,6438264.83137000000
0,3.05992000000,391059.77002300000,6438264.12426000000
0,3.18595000000,391060.47685100000,6438263.41688000000
0,3.37523000000,391061.18260500000,6438262.70842000000
0,3.52039000000,391061.88835800000,6438261.99996000000
0,3.82396000000,391062.59411200000,6438261.29150000000
0,4.07874000000,391063.29986500000,6438260.58305000000
0,4.08747000000,391064.00561900000,6438259.87459000000
0,4.10551000000,391064.71137200000,6438259.16613000000
0,4.20519000000,391065.41712600000,6438258.45767000000
0,4.32532000000,391066.12287900000,6438257.74922000000
0,4.50117000000,391066.82863300000,6438257.04076000000
0,4.60442000000,391067.53438600000,6438256.33230000000
0,4.80859000000,391068.24014000000,6438255.62384000000
0,4.71368000000,391068.94589300000,6438254.91539000000
0,4.29693000000,391069.65164700000,6438254.20693000000
0,4.18781000000,391070.35740000000,6438253.49847000000
0,4.00571000000,391071.06315300000,6438252.79001000000
0,3.86813000000,391071.76890700000,6438252.08156000000
0,3.69639000000,391072.47466000000,6438251.37310000000
0,3.61503000000,391073.18041400000,6438250.66464000000
0,3.46869000000,391073.88616700000,6438249.95618000000
0,3.48918000000,391074.59192100000,6438249.24773000000
0,3.35432000000,391075.29767400000,6438248.53927000000
0,3.24305000000,391076.00342800000,6438247.83081000000
0,3.36901000000,391076.70918100000,6438247.12235000000
0,3.10923000000,391077.41493500000,6438246.41390000000
0,3.23967000000,391078.12068800000,6438245.70544000000
0,3.26415000000,391078.82644200000,6438244.99698000000
0,3.31063000000,391079.53219500000,6438244.28852000000
0,3.24866000000,391080.23794900000,6438243.58007000000
0,3.22863000000,391080.94370200000,6438242.87161000000
0,3.23567000000,391081.64945600000,6438242.16315000000
0,3.19856000000,391082.35520900000,6438241.45469000000
0,3.14622000000,391083.06096200000,6438240.74624000000
0,3.05580000000,391083.76671600000,6438240.03778000000
0,3.01357000000,391084.47246900000,6438239.32932000000
0,2.99535000000,391085.17822300000,6438238.62086000000
0,3.12491000000,391085.88397600000,6438237.91241000000
0,3.09303000000,391086.58973000000,6438237.20395000000
0,3.00998000000,391087.29548300000,6438236.49549000000
0,2.90971000000,391088.00123700000,6438235.78703000000
0,2.87501000000,391088.70699000000,6438235.07858000000
0,2.85372000000,391089.41274400000,6438234.37012000000
0,2.85416000000,391090.11849700000,6438233.66166000000
0,2.85570000000,391090.82425100000,6438232.95320000000
0,2.82892000000,391091.53000400000,6438232.24475000000
0,2.82252000000,391092.23575800000,6438231.53629000000
0,2.80451000000,391092.94151100000,6438230.82783000000
0,2.79931000000,391093.64726500000,6438230.11937000000
0,2.78121000000,391094.35301800000,6438229.41092000000
0,2.77716000000,391095.05877100000,6438228.70246000000
0,2.79555000000,391095.76452500000,6438227.99400000000
0,2.74146000000,391096.47027800000,6438227.28554000000
0,2.71696000000,391097.17603200000,6438226.57709000000
0,2.68046000000,391097.88178500000,6438225.86863000000
0,2.81351000000,391098.58753900000,6438225.16017000000
0,2.92501000000,391099.29329200000,6438224.45171000000
0,2.84442000000,391099.99904600000,6438223.74326000000
0,2.81565000000,391100.70479900000,6438223.03480000000
0,2.81316000000,391101.41055300000,6438222.32634000000
0,2.84037000000,391102.11630600000,6438221.61788000000
0,2.91087000000,391102.82206000000,6438220.90943000000
0,3.15010000000,391103.52781300000,6438220.20097000000
0,3.13666000000,391104.23356700000,6438219.49251000000
0,3.10618000000,391104.93932000000,6438218.78405000000
0,3.09116000000,391105.64507400000,6438218.07560000000
0,3.01805000000,391106.35082700000,6438217.36714000000
0,2.97802000000,391107.05658000000,6438216.65868000000
0,2.98273000000,391107.76233400000,6438215.95022000000
0,3.05293000000,391108.46808700000,6438215.24177000000
0,3.08700000000,391109.17384100000,6438214.53331000000
0,3.13527000000,391109.87959400000,6438213.82485000000
0,3.14445000000,391110.58534800000,6438213.11639000000
0,3.17595000000,391111.29110100000,6438212.40794000000
0,3.21816000000,391111.99685500000,6438211.69948000000
0,3.29609000000,391112.70260800000,6438210.99102000000
0,3.33617000000,391113.40836200000,6438210.28256000000
0,3.32679000000,391114.11411500000,6438209.57411000000
0,3.32754000000,391114.81986900000,6438208.86565000000
0,3.30971000000,391115.52562200000,6438208.15719000000
0,3.42576000000,391116.23137600000,6438207.44873000000
0,3.55862000000,391116.93712900000,6438206.74028000000
0,3.65993000000,391117.64288300000,6438206.03182000000
0,3.61697000000,391118.34863600000,6438205.32336000000
0,3.55444000000,391119.05438900000,6438204.61490000000
0,3.54734000000,391119.76014300000,6438203.90645000000
0,3.56913000000,391120.46589600000,6438203.19799000000
0,3.67885000000,391121.17165000000,6438202.48953000000
0,3.80975000000,391121.87740300000,6438201.78107000000
0,3.96940000000,391122.58315700000,6438201.07262000000
0,4.26978000000,391123.28891000000,6438200.36416000000
0,4.27742000000,391123.99466400000,6438199.65570000000
0,4.22764000000,391124.70041700000,6438198.94724000000
